,geoFIPS,NAME
2385,g46073,Jerauld
2386,g46077,Kingsbury
2387,g46079,Lake
2388,g46081,Lawrence
2389,g46083,Lincoln
2390,g46003,Aurora
2391,g46005,Beadle
2392,g46007,Bennett
2393,g46009,Bon Homme
2394,g46011,Brookings
2395,g46017,Buffalo
2396,g46023,Charles Mix
2397,g46035,Davison
2398,g46041,Dewey
2399,g46055,Haakon
2400,g46069,Hyde
2401,g46075,Jones
2402,g46085,Lyman
2403,g46093,Meade
2404,g46095,Mellette
2405,g46103,Pennington
2406,g46111,Sanborn
2407,g46117,Stanley
2408,g46123,Tripp
2409,g46125,Turner
2410,g46137,Ziebach
2411,g46109,Roberts
2412,g46113,Shannon
2413,g46115,Spink
2414,g46119,Sully
2415,g46121,Todd
2416,g46127,Union
2417,g46129,Walworth
2418,g46135,Yankton
2419,g46057,Hamlin
2420,g46087,McCook
2421,g46089,McPherson
2422,g46091,Marshall
2423,g46097,Miner
2424,g46099,Minnehaha
2425,g46101,Moody
2426,g46105,Perkins
2427,g46107,Potter
2428,g47067,Hancock
2429,g47071,Hardin
2430,g47075,Haywood
2431,g47077,Henderson
2432,g47083,Houston
2433,g47001,Anderson
2434,g47003,Bedford
2435,g47005,Benton
2436,g47009,Blount
2437,g47013,Campbell
2438,g47019,Carter
2439,g47021,Cheatham
2440,g47025,Claiborne
2441,g47029,Cocke
2442,g47031,Coffee
2443,g47033,Crockett
2444,g47035,Cumberland
2445,g47037,Davidson
2446,g47041,DeKalb
2447,g47049,Fentress
2448,g47053,Gibson
2449,g47055,Giles
2450,g47057,Grainger
2451,g47059,Greene
2452,g47063,Hamblen
2453,g47065,Hamilton
2454,g47069,Hardeman
2455,g47073,Hawkins
2456,g47079,Henry
2457,g47081,Hickman
2458,g47085,Humphreys
2459,g47089,Jefferson
2460,g47091,Johnson
2461,g47093,Knox
2462,g47097,Lauderdale
2463,g47105,Loudon
2464,g47107,McMinn
2465,g47117,Marshall
2466,g47119,Maury
2467,g47121,Meigs
2468,g47123,Monroe
2469,g47127,Moore
2470,g47129,Morgan
2471,g47135,Perry
2472,g47141,Putnam
2473,g47143,Rhea
2474,g47145,Roane
2475,g47149,Rutherford
2476,g47151,Scott
2477,g47155,Sevier
2478,g47159,Smith
2479,g47163,Sullivan
2480,g47165,Sumner
2481,g47167,Tipton
2482,g47183,Weakley
2483,g47185,White
2484,g47187,Williamson
2485,g47189,Wilson
2486,g47007,Bledsoe
2487,g47011,Bradley
2488,g47015,Cannon
2489,g47017,Carroll
2490,g47023,Chester
2491,g47027,Clay
2492,g47039,Decatur
2493,g47043,Dickson
2494,g47045,Dyer
2495,g47047,Fayette
2496,g47051,Franklin
2497,g47061,Grundy
2498,g47147,Robertson
2499,g47153,Sequatchie
2500,g47157,Shelby
2501,g47161,Stewart
2502,g47087,Jackson
2503,g47095,Lake
2504,g47099,Lawrence
2505,g47101,Lewis
2506,g47103,Lincoln
2507,g47109,McNairy
2508,g47111,Macon
2509,g47113,Madison
2510,g47115,Marion
2511,g47125,Montgomery
2512,g47131,Obion
2513,g47133,Overton
2514,g47137,Pickett
2515,g47139,Polk
2516,g47169,Trousdale
2517,g47171,Unicoi
2518,g47173,Union
2519,g47175,Van Buren
2520,g47177,Warren
2521,g47179,Washington
2522,g47181,Wayne
2523,g48185,Grimes
2524,g48189,Hale
2525,g48191,Hall
2526,g48199,Hardin
2527,g48201,Harris
2528,g48203,Harrison
2529,g48211,Hemphill
2530,g48213,Henderson
2531,g48223,Hopkins
2532,g48225,Houston
2533,g48233,Hutchinson
2534,g48241,Jasper
2535,g48243,Jeff Davis
2536,g48261,Kenedy
2537,g48263,Kent
2538,g48269,King
2539,g48273,Kleberg
2540,g48277,Lamar
2541,g48287,Lee
2542,g48289,Leon
2543,g48295,Lipscomb
2544,g48301,Loving
2545,g48311,McMullen
2546,g48313,Madison
2547,g48321,Matagorda
2548,g48327,Menard
2549,g48333,Mills
2550,g48339,Montgomery
2551,g48341,Moore
2552,g48343,Morris
2553,g48347,Nacogdoches
2554,g48349,Navarro
2555,g48355,Nueces
2556,g48217,Hill
2557,g48219,Hockley
2558,g48221,Hood
2559,g48227,Howard
2560,g48229,Hudspeth
2561,g48231,Hunt
2562,g48235,Irion
2563,g48237,Jack
2564,g48367,Parker
2565,g48371,Pecos
2566,g48373,Polk
2567,g48379,Rains
2568,g48383,Reagan
2569,g48387,Red River
2570,g48391,Refugio
2571,g48405,San Augustine
2572,g48407,San Jacinto
2573,g48409,San Patricio
2574,g48411,San Saba
2575,g48419,Shelby
2576,g48423,Smith
2577,g48425,Somervell
2578,g48435,Sutton
2579,g48443,Terrell
2580,g48447,Throckmorton
2581,g48453,Travis
2582,g48455,Trinity
2583,g48457,Tyler
2584,g48467,Van Zandt
2585,g48469,Victoria
2586,g48473,Waller
2587,g48475,Ward
2588,g48481,Wharton
2589,g48491,Williamson
2590,g48495,Winkler
2591,g48499,Wood
2592,g48507,Zavala
2593,g48183,Gregg
2594,g48193,Hamilton
2595,g48195,Hansford
2596,g48197,Hardeman
2597,g48205,Hartley
2598,g48207,Haskell
2599,g48209,Hays
2600,g48215,Hidalgo
2601,g48001,Anderson
2602,g48003,Andrews
2603,g48005,Angelina
2604,g48007,Aransas
2605,g48011,Armstrong
2606,g48015,Austin
2607,g48023,Baylor
2608,g48025,Bee
2609,g48029,Bexar
2610,g48035,Bosque
2611,g48037,Bowie
2612,g48039,Brazoria
2613,g48041,Brazos
2614,g48051,Burleson
2615,g48055,Caldwell
2616,g48057,Calhoun
2617,g48063,Camp
2618,g48067,Cass
2619,g48071,Chambers
2620,g48073,Cherokee
2621,g48079,Cochran
2622,g48083,Coleman
2623,g48091,Comal
2624,g48101,Cottle
2625,g48103,Crane
2626,g48105,Crockett
2627,g48113,Dallas
2628,g48119,Delta
2629,g48125,Dickens
2630,g48127,Dimmit
2631,g48135,Ector
2632,g48153,Floyd
2633,g48155,Foard
2634,g48157,Fort Bend
2635,g48161,Freestone
2636,g48167,Galveston
2637,g48173,Glasscock
2638,g48175,Goliad
2639,g48305,Lynn
2640,g48307,McCulloch
2641,g48309,McLennan
2642,g48315,Marion
2643,g48317,Martin
2644,g48319,Mason
2645,g48323,Maverick
2646,g48239,Jackson
2647,g48245,Jefferson
2648,g48247,Jim Hogg
2649,g48249,Jim Wells
2650,g48251,Johnson
2651,g48253,Jones
2652,g48255,Karnes
2653,g48257,Kaufman
2654,g48259,Kendall
2655,g48265,Kerr
2656,g48267,Kimble
2657,g48271,Kinney
2658,g48275,Knox
2659,g48279,Lamb
2660,g48281,Lampasas
2661,g48283,La Salle
2662,g48285,Lavaca
2663,g48291,Liberty
2664,g48293,Limestone
2665,g48297,Live Oak
2666,g48299,Llano
2667,g48303,Lubbock
2668,g48403,Sabine
2669,g48413,Schleicher
2670,g48415,Scurry
2671,g48417,Shackelford
2672,g48421,Sherman
2673,g48427,Starr
2674,g48429,Stephens
2675,g48431,Sterling
2676,g48433,Stonewall
2677,g48437,Swisher
2678,g48325,Medina
2679,g48329,Midland
2680,g48331,Milam
2681,g48335,Mitchell
2682,g48337,Montague
2683,g48345,Motley
2684,g48351,Newton
2685,g48353,Nolan
2686,g48357,Ochiltree
2687,g48359,Oldham
2688,g48361,Orange
2689,g48363,Palo Pinto
2690,g48365,Panola
2691,g48369,Parmer
2692,g48375,Potter
2693,g48377,Presidio
2694,g48381,Randall
2695,g48385,Real
2696,g48393,Roberts
2697,g48397,Rockwall
2698,g48399,Runnels
2699,g48401,Rusk
2700,g48439,Tarrant
2701,g48441,Taylor
2702,g48445,Terry
2703,g48449,Titus
2704,g48451,Tom Green
2705,g48459,Upshur
2706,g48461,Upton
2707,g48463,Uvalde
2708,g48465,Val Verde
2709,g48471,Walker
2710,g48497,Wise
2711,g48501,Yoakum
2712,g48503,Young
2713,g48505,Zapata
2714,g48009,Archer
2715,g48013,Atascosa
2716,g48017,Bailey
2717,g48019,Bandera
2718,g48479,Webb
2719,g48483,Wheeler
2720,g48485,Wichita
2721,g48487,Wilbarger
2722,g48489,Willacy
2723,g48493,Wilson
2724,g48097,Cooke
2725,g48099,Coryell
2726,g48107,Crosby
2727,g48109,Culberson
2728,g48111,Dallam
2729,g48115,Dawson
2730,g48117,Deaf Smith
2731,g48121,Denton
2732,g48123,DeWitt
2733,g48021,Bastrop
2734,g48027,Bell
2735,g48031,Blanco
2736,g48033,Borden
2737,g48043,Brewster
2738,g48045,Briscoe
2739,g48047,Brooks
2740,g48049,Brown
2741,g48053,Burnet
2742,g48059,Callahan
2743,g48065,Carson
2744,g48069,Castro
2745,g48075,Childress
2746,g48077,Clay
2747,g48081,Coke
2748,g48085,Collin
2749,g48087,Collingsworth
2750,g48089,Colorado
2751,g48093,Comanche
2752,g48095,Concho
2753,g48129,Donley
2754,g48131,Duval
2755,g48133,Eastland
2756,g48137,Edwards
2757,g48141,El Paso
2758,g48143,Erath
2759,g48145,Falls
2760,g48147,Fannin
2761,g48149,Fayette
2762,g48151,Fisher
2763,g48159,Franklin
2764,g48163,Frio
2765,g48165,Gaines
2766,g48169,Garza
2767,g48171,Gillespie
2768,g48177,Gonzales
2769,g48179,Gray
2770,g48181,Grayson
2771,g48395,Robertson
2772,g48477,Washington
2773,g48139,Ellis
2774,g48061,Cameron
2775,g48389,Reeves
2776,g48187,Guadalupe
2777,g49027,Millard
2778,g49033,Rich
2779,g49037,San Juan
2780,g49039,Sanpete
2781,g49041,Sevier
2782,g49053,Washington
2783,g49055,Wayne
2784,g49045,Tooele
2785,g49001,Beaver
2786,g49003,Box Elder
2787,g49005,Cache
2788,g49007,Carbon
2789,g49009,Daggett
2790,g49011,Davis
2791,g49013,Duchesne
2792,g49015,Emery
2793,g49017,Garfield
2794,g49019,Grand
2795,g49021,Iron
2796,g49023,Juab
2797,g49025,Kane
2798,g49029,Morgan
2799,g49031,Piute
2800,g49035,Salt Lake
2801,g49043,Summit
2802,g49047,Uintah
2803,g49049,Utah
2804,g49051,Wasatch
2805,g49057,Weber
2806,g50015,Lamoille
2807,g50017,Orange
2808,g50019,Orleans
2809,g50021,Rutland
2810,g50023,Washington
2811,g50025,Windham
2812,g50027,Windsor
2813,g50001,Addison
2814,g50003,Bennington
2815,g50005,Caledonia
2816,g50007,Chittenden
2817,g50009,Essex
2818,g50011,Franklin
2819,g50013,Grand Isle
2820,g51021,Bland
2821,g51025,Brunswick
2822,g51035,Carroll
2823,g51043,Clarke
2824,g51045,Craig
2825,g51049,Cumberland
2826,g51065,Fluvanna
2827,g51071,Giles
2828,g51075,Goochland
2829,g51077,Grayson
2830,g51079,Greene
2831,g51089,Henry
2832,g51099,King George
2833,g51001,Accomack
2834,g51003,Albemarle
2835,g51005,Alleghany
2836,g51007,Amelia
2837,g51009,Amherst
2838,g51015,Augusta
2839,g51017,Bath
2840,g51019,Bedford
2841,g51023,Botetourt
2842,g51027,Buchanan
2843,g51029,Buckingham
2844,g51031,Campbell
2845,g51033,Caroline
2846,g51036,Charles City
2847,g51037,Charlotte
2848,g51041,Chesterfield
2849,g51047,Culpeper
2850,g51051,Dickenson
2851,g51053,Dinwiddie
2852,g51057,Essex
2853,g51059,Fairfax
2854,g51061,Fauquier
2855,g51063,Floyd
2856,g51067,Franklin
2857,g51069,Frederick
2858,g51073,Gloucester
2859,g51081,Greensville
2860,g51083,Halifax
2861,g51085,Hanover
2862,g51087,Henrico
2863,g51091,Highland
2864,g51093,Isle of Wight
2865,g51095,James City
2866,g51097,King and Queen
2867,g51101,King William
2868,g51107,Loudoun
2869,g51111,Lunenburg
2870,g51113,Madison
2871,g51117,Mecklenburg
2872,g51121,Montgomery
2873,g51125,Nelson
2874,g51127,New Kent
2875,g51137,Orange
2876,g51139,Page
2877,g51141,Patrick
2878,g51143,Pittsylvania
2879,g51147,Prince Edward
2880,g51161,Roanoke
2881,g51163,Rockbridge
2882,g51165,Rockingham
2883,g51167,Russell
2884,g51171,Shenandoah
2885,g51175,Southampton
2886,g51177,Spotsylvania
2887,g51179,Stafford
2888,g51185,Tazewell
2889,g51191,Washington
2890,g51193,Westmoreland
2891,g51195,Wise
2892,g51570,Colonial Heights
2893,g51610,Falls Church
2894,g51678,Lexington
2895,g51720,Norton
2896,g51790,Staunton
2897,g51840,Winchester
2898,g51105,Lee
2899,g51013,Arlington
2900,g51103,Lancaster
2901,g51109,Louisa
2902,g51115,Mathews
2903,g51119,Middlesex
2904,g51131,Northampton
2905,g51133,Northumberland
2906,g51135,Nottoway
2907,g51145,Powhatan
2908,g51149,Prince George
2909,g51155,Pulaski
2910,g51157,Rappahannock
2911,g51159,Richmond
2912,g51169,Scott
2913,g51173,Smyth
2914,g51181,Surry
2915,g51183,Sussex
2916,g51187,Warren
2917,g51197,Wythe
2918,g51199,York
2919,g51510,Alexandria
2920,g51515,Bedford
2921,g51520,Bristol
2922,g51530,Buena Vista
2923,g51540,Charlottesville
2924,g51550,Chesapeake
2925,g51580,Covington
2926,g51590,Danville
2927,g51595,Emporia
2928,g51600,Fairfax
2929,g51620,Franklin
2930,g51630,Fredericksburg
2931,g51640,Galax
2932,g51650,Hampton
2933,g51660,Harrisonburg
2934,g51670,Hopewell
2935,g51680,Lynchburg
2936,g51683,Manassas
2937,g51685,Manassas Park
2938,g51690,Martinsville
2939,g51700,Newport News
2940,g51710,Norfolk
2941,g51730,Petersburg
2942,g51735,Poquoson
2943,g51740,Portsmouth
2944,g51750,Radford
2945,g51760,Richmond
2946,g51770,Roanoke
2947,g51775,Salem
2948,g51800,Suffolk
2949,g51810,Virginia Beach
2950,g51820,Waynesboro
2951,g51830,Williamsburg
2952,g51153,Prince William
2953,g51011,Appomattox
2954,g53001,Adams
2955,g53003,Asotin
2956,g53005,Benton
2957,g53007,Chelan
2958,g53009,Clallam
2959,g53011,Clark
2960,g53013,Columbia
2961,g53015,Cowlitz
2962,g53017,Douglas
2963,g53019,Ferry
2964,g53021,Franklin
2965,g53025,Grant
2966,g53027,Grays Harbor
2967,g53029,Island
2968,g53031,Jefferson
2969,g53033,King
2970,g53035,Kitsap
2971,g53041,Lewis
2972,g53043,Lincoln
2973,g53047,Okanogan
2974,g53049,Pacific
2975,g53053,Pierce
2976,g53055,San Juan
2977,g53057,Skagit
2978,g53061,Snohomish
2979,g53065,Stevens
2980,g53067,Thurston
2981,g53071,Walla Walla
2982,g53073,Whatcom
2983,g53075,Whitman
2984,g53077,Yakima
2985,g53023,Garfield
2986,g53039,Klickitat
2987,g53045,Mason
2988,g53051,Pend Oreille
2989,g53059,Skamania
2990,g53063,Spokane
2991,g53069,Wahkiakum
2992,g53037,Kittitas
2993,g54077,Preston
2994,g54079,Putnam
2995,g54089,Summers
2996,g54091,Taylor
2997,g54097,Upshur
2998,g54001,Barbour
2999,g54003,Berkeley
3000,g54005,Boone
3001,g54007,Braxton
3002,g54009,Brooke
3003,g54011,Cabell
3004,g54013,Calhoun
3005,g54015,Clay
3006,g54019,Fayette
3007,g54021,Gilmer
3008,g54025,Greenbrier
3009,g54031,Hardy
3010,g54033,Harrison
3011,g54039,Kanawha
3012,g54041,Lewis
3013,g54043,Lincoln
3014,g54045,Logan
3015,g54057,Mineral
3016,g54059,Mingo
3017,g54067,Nicholas
3018,g54071,Pendleton
3019,g54075,Pocahontas
3020,g54081,Raleigh
3021,g54083,Randolph
3022,g54085,Ritchie
3023,g54087,Roane
3024,g54093,Tucker
3025,g54095,Tyler
3026,g54099,Wayne
3027,g54103,Wetzel
3028,g54109,Wyoming
3029,g54017,Doddridge
3030,g54023,Grant
3031,g54027,Hampshire
3032,g54029,Hancock
3033,g54035,Jackson
3034,g54037,Jefferson
3035,g54047,McDowell
3036,g54049,Marion
3037,g54051,Marshall
3038,g54053,Mason
3039,g54055,Mercer
3040,g54061,Monongalia
3041,g54063,Monroe
3042,g54065,Morgan
3043,g54069,Ohio
3044,g54073,Pleasants
3045,g54101,Webster
3046,g54105,Wirt
3047,g54107,Wood
3048,g55053,Jackson
3049,g55055,Jefferson
3050,g55059,Kenosha
3051,g55061,Kewaunee
3052,g55063,La Crosse
3053,g55067,Langlade
3054,g55001,Adams
3055,g55003,Ashland
3056,g55005,Barron
3057,g55007,Bayfield
3058,g55009,Brown
3059,g55011,Buffalo
3060,g55015,Calumet
3061,g55029,Door
3062,g55033,Dunn
3063,g55043,Grant
3064,g55057,Juneau
3065,g55065,Lafayette
3066,g55075,Marinette
3067,g55083,Oconto
3068,g55097,Portage
3069,g55107,Rusk
3070,g55111,Sauk
3071,g55121,Trempealeau
3072,g55137,Waushara
3073,g55013,Burnett
3074,g55017,Chippewa
3075,g55019,Clark
3076,g55021,Columbia
3077,g55023,Crawford
3078,g55025,Dane
3079,g55027,Dodge
3080,g55031,Douglas
3081,g55035,Eau Claire
3082,g55037,Florence
3083,g55039,Fond du Lac
3084,g55041,Forest
3085,g55045,Green
3086,g55047,Green Lake
3087,g55049,Iowa
3088,g55051,Iron
3089,g55109,St. Croix
3090,g55113,Sawyer
3091,g55115,Shawano
3092,g55117,Sheboygan
3093,g55119,Taylor
3094,g55123,Vernon
3095,g55069,Lincoln
3096,g55071,Manitowoc
3097,g55073,Marathon
3098,g55077,Marquette
3099,g55078,Menominee
3100,g55079,Milwaukee
3101,g55081,Monroe
3102,g55085,Oneida
3103,g55087,Outagamie
3104,g55089,Ozaukee
3105,g55091,Pepin
3106,g55093,Pierce
3107,g55095,Polk
3108,g55099,Price
3109,g55101,Racine
3110,g55103,Richland
3111,g55105,Rock
3112,g55125,Vilas
3113,g55127,Walworth
3114,g55129,Washburn
3115,g55131,Washington
3116,g55133,Waukesha
3117,g55135,Waupaca
3118,g55139,Winnebago
3119,g55141,Wood
3120,g56009,Converse
3121,g56001,Albany
3122,g56003,Big Horn
3123,g56005,Campbell
3124,g56007,Carbon
3125,g56011,Crook
3126,g56013,Fremont
3127,g56015,Goshen
3128,g56017,Hot Springs
3129,g56021,Laramie
3130,g56029,Park
3131,g56033,Sheridan
3132,g56035,Sublette
3133,g56039,Teton
3134,g56041,Uinta
3135,g56019,Johnson
3136,g56023,Lincoln
3137,g56025,Natrona
3138,g56027,Niobrara
3139,g56031,Platte
3140,g56037,Sweetwater
3141,g56043,Washakie
3142,g56045,Weston
